dataset,class,filename,path,width,height,brightness,contrast,blur_score,overexposed_percent,dark_percent,hash,flags
train,iron_deficiency,aug_0_856.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_856.jpg,224,224,102.57,87.81,276.35,2.29,39.17,eac29749a24cf53a90a75dacf8a3e005,OK
train,iron_deficiency,aug_0_9060.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9060.jpg,224,224,223.83,44.77,72.28,56.42,0.0,92b903842bb2dab5a3ba972848be718c,VERY_BRIGHT
train,iron_deficiency,aug_0_9078.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9078.jpg,224,224,184.56,77.74,143.89,40.92,1.65,1936ea7635cf92fa971eb164e9010cc8,OK
train,iron_deficiency,aug_0_91.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_91.jpg,224,224,153.05,83.92,100.92,16.99,7.41,719e0d4be2ceb40dcfbfad2f69fee0af,OK
train,iron_deficiency,aug_0_9114.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9114.jpg,224,224,175.12,61.53,351.97,14.85,0.0,fdd74a704111efd6dc1784bf84adcece,OK
train,iron_deficiency,aug_0_9238.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9238.jpg,224,224,116.24,85.69,298.86,2.66,29.61,47ebd31b7f06f0ec3acda66ab2625025,OK
train,iron_deficiency,aug_0_9274.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9274.jpg,224,224,197.01,65.81,97.91,35.92,0.0,4a9ae7a5b11cca2e1d83c3ba1b04a7b9,OK
train,iron_deficiency,aug_0_9279.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9279.jpg,224,224,152.12,67.59,100.05,18.24,0.4,7fd70469b787aefac6801563582012e0,OK
train,iron_deficiency,aug_0_9374.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9374.jpg,224,224,182.9,70.29,348.51,30.95,0.03,3fff1eb279721f45a349eb3894dabd22,OK
train,iron_deficiency,aug_0_948.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_948.jpg,224,224,184.43,69.32,388.42,30.83,0.01,68d7f033fda9c0da18ed9439dd3d88b1,OK
train,iron_deficiency,aug_0_9662.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9662.jpg,224,224,235.07,37.51,95.46,70.49,0.0,a0ed4a91c834e749d870e46e6fa4a9da,VERY_BRIGHT|OVEREXPOSED
train,iron_deficiency,aug_0_973.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_973.jpg,224,224,200.82,49.62,48.68,25.74,0.0,49fe00652d30c3113a0810d265e93672,BLURRY
train,iron_deficiency,aug_0_9815.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9815.jpg,224,224,149.25,101.13,867.93,31.54,24.16,3689881ee573114dc5fd9b636bd8fd7b,OK
train,iron_deficiency,aug_0_9925.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9925.jpg,224,224,156.26,102.1,1047.51,37.31,23.19,f0edd830c3cf0bbc52357c967914c44c,OK
train,iron_deficiency,aug_0_9987.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\iron_deficiency\aug_0_9987.jpg,224,224,186.87,69.77,431.04,33.48,0.01,3223563c18c538df0a1ec815ec4fe327,OK
train,vitamin_b12_deficiency,000001.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000001.jpg,224,224,221.78,39.73,97.51,44.23,0.0,85a2dd748a2af299355c697ab291094c,VERY_BRIGHT
train,vitamin_b12_deficiency,000002.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000002.jpg,224,224,210.91,53.72,99.32,40.62,0.0,e85e16709e8ade6ce9f8e1ad2bac177e,OK
train,vitamin_b12_deficiency,000004.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000004.jpg,224,224,190.87,60.67,357.17,26.88,0.0,3d8653b64dd8c08b766bbdc12544d8f4,OK
train,vitamin_b12_deficiency,000005.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000005.jpg,224,224,229.51,37.91,63.48,60.65,0.0,6372a84ebc46f150e4485bb28a243c9f,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,000006.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000006.jpg,224,224,162.82,71.44,260.06,26.54,0.36,7a17dfd816e4fed86f668513ad77f80f,OK
train,vitamin_b12_deficiency,000007.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000007.jpg,224,224,153.78,70.21,70.37,0.34,0.0,7a96a116e01eb005db9f478f572e7942,OK
train,vitamin_b12_deficiency,000008.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000008.jpg,224,224,188.6,53.01,346.09,18.58,0.0,7f65c8b1691ba56eaf96eb822cb724fc,OK
train,vitamin_b12_deficiency,000009.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000009.png,224,224,158.74,67.38,146.49,10.64,0.11,a5cf3d8c0a837a9bed6e54e29ea6142a,OK
train,vitamin_b12_deficiency,000010.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000010.jpg,224,224,172.61,51.81,72.58,12.49,0.0,638705beefc20419f531859b3fb06fdd,OK
train,vitamin_b12_deficiency,000013.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000013.jpg,224,224,204.59,33.75,57.98,11.33,0.0,39d448a8718e63c939df693ceb887c44,OK
train,vitamin_b12_deficiency,000016.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000016.jpg,224,224,199.21,62.37,154.06,40.85,0.01,cc59883ffc58b67c0a3f6cc3788f3f7f,OK
train,vitamin_b12_deficiency,000020.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000020.jpg,224,224,180.1,45.09,127.39,3.85,0.0,75e05c3b30512cbbdfb947de22b24e6c,OK
train,vitamin_b12_deficiency,000022.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000022.jpg,224,224,169.27,61.86,276.11,21.62,0.0,0990e185a4b23d2ed2b7523ba1993db9,OK
train,vitamin_b12_deficiency,000023.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000023.jpg,224,224,148.29,47.17,536.66,1.96,0.0,a8e8b135ba1c35146d998281cd613895,OK
train,vitamin_b12_deficiency,000026.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000026.jpg,224,224,156.04,39.26,251.66,0.74,0.0,b850d928d04df4019fcdeac0a558d3b8,OK
train,vitamin_b12_deficiency,000027.png,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000027.png,224,224,148.49,75.28,81.02,4.19,0.0,205d104c24acb7416fdb3f9571146b4f,OK
train,vitamin_b12_deficiency,000029.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000029.jpg,224,224,239.24,37.84,48.95,80.74,0.0,636c1b73ad5ee9dfd9b7e225dcffbc9c,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,000031.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000031.jpg,224,224,186.57,61.02,238.13,19.58,0.0,a06b1ccb8c401fa07ff54dd72508fdb0,OK
train,vitamin_b12_deficiency,000034.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000034.jpg,224,224,237.84,32.85,55.87,76.01,0.0,63045fcd469cd76b80e0eb830c2d8994,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,000041.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000041.jpg,224,224,168.98,50.46,356.2,1.46,0.0,269ff6221815341a5d18339f8b2fdcc8,OK
train,vitamin_b12_deficiency,000044.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000044.jpg,224,224,218.53,52.73,81.39,53.1,0.0,83c78b39b4f1329f38213b832d4f4fe8,OK
train,vitamin_b12_deficiency,000047.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000047.jpg,224,224,191.86,56.28,112.46,23.67,0.0,d1b91774468b1813752e72b97995ebe8,OK
train,vitamin_b12_deficiency,000049.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\000049.jpg,224,224,178.73,48.52,36.24,14.96,0.0,96b8553f64ddec46184199303ba0494c,BLURRY
train,vitamin_b12_deficiency,aug_0_1235.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1235.jpg,224,224,144.01,52.27,404.89,2.74,1.41,56fdc22aeb83046b2229f2d822a073a1,OK
train,vitamin_b12_deficiency,aug_0_1299.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1299.jpg,224,224,201.02,35.2,59.76,11.35,0.0,837d8564a76265c2bed1fc51837861fe,OK
train,vitamin_b12_deficiency,aug_0_1361.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1361.jpg,224,224,137.61,70.97,54.84,8.25,0.14,e6042a3c1ef119e9a583ae3fa87bd913,OK
train,vitamin_b12_deficiency,aug_0_1404.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1404.jpg,224,224,166.22,75.31,259.71,31.06,1.24,5c9c144af38cf9f61d5f2136b076c73d,OK
train,vitamin_b12_deficiency,aug_0_1444.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1444.jpg,224,224,174.12,46.73,105.03,1.79,0.0,65401bcd43cc387ddc188649081639b7,OK
train,vitamin_b12_deficiency,aug_0_1569.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1569.jpg,224,224,223.91,33.08,50.35,36.31,0.0,59d72d3a6de24d637fe157d2b145c17e,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_1607.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1607.jpg,224,224,148.36,75.25,75.15,3.65,9.71,aaa8aa86b77bc450e0ebf4d986b9a0e0,OK
train,vitamin_b12_deficiency,aug_0_1681.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1681.jpg,224,224,156.62,58.33,384.26,9.87,0.26,50c642c985814259fb90caf4c216074b,OK
train,vitamin_b12_deficiency,aug_0_1693.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1693.jpg,224,224,168.23,78.11,75.98,4.34,4.4,fc30f03da3366cdc949cce85375bba6e,OK
train,vitamin_b12_deficiency,aug_0_1804.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1804.jpg,224,224,163.27,66.55,103.42,18.65,0.01,c0de59ffa773da7d15113df98b0adea6,OK
train,vitamin_b12_deficiency,aug_0_1835.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1835.jpg,224,224,143.01,77.91,53.5,3.74,10.86,2d3a599a49e5a3459aaecc5bc14daca1,OK
train,vitamin_b12_deficiency,aug_0_1921.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_1921.jpg,224,224,224.78,43.35,40.59,54.12,0.0,2f2861810b992a9717a76c45c5057fd9,BLURRY|VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_2044.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2044.jpg,224,224,243.47,35.27,66.12,86.19,0.01,ddda8381373f533c39c4330e64cfffdc,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_2091.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2091.jpg,224,224,206.56,34.15,56.59,14.39,0.0,822d92b9a55020aea5c84c9f302b5d4b,OK
train,vitamin_b12_deficiency,aug_0_22.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_22.jpg,224,224,223.21,42.81,41.93,50.08,0.0,f1926b2e5e4c0ce44757fae31a7a80f9,BLURRY|VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_2345.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2345.jpg,224,224,192.7,62.97,270.23,31.69,0.02,69a2622f94eecd4528ce6a51e06182d8,OK
train,vitamin_b12_deficiency,aug_0_2435.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2435.jpg,224,224,172.92,62.44,117.53,17.81,0.56,d1104d160d8aa7e860bd8203a2194868,OK
train,vitamin_b12_deficiency,aug_0_2477.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2477.jpg,224,224,182.87,56.05,224.1,17.29,0.09,0d01cafd936e97f2f748d6e6836100c5,OK
train,vitamin_b12_deficiency,aug_0_2533.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2533.jpg,224,224,197.82,60.59,96.14,38.64,0.14,5c1fadbc1a843eeac6e3a2975d6e4736,OK
train,vitamin_b12_deficiency,aug_0_2632.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2632.jpg,224,224,186.91,58.93,85.49,21.54,0.0,2708a7c9b521b791afe3fe86a08e02d1,OK
train,vitamin_b12_deficiency,aug_0_264.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_264.jpg,224,224,141.22,76.72,79.98,3.15,10.89,22c897fc49d300d5f8c4c58c15ae3a3e,OK
train,vitamin_b12_deficiency,aug_0_2877.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2877.jpg,224,224,211.87,54.9,89.09,43.5,0.07,edc834602c806a19b3d132017b6a87c6,OK
train,vitamin_b12_deficiency,aug_0_2912.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2912.jpg,224,224,212.0,41.03,75.62,23.1,0.0,a2760798c7a83c3cc91acc88c7fe7ab6,OK
train,vitamin_b12_deficiency,aug_0_2913.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2913.jpg,224,224,190.73,61.21,319.71,28.13,0.02,c8d522d41bbb7bfab048e22502ceb657,OK
train,vitamin_b12_deficiency,aug_0_2937.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_2937.jpg,224,224,198.35,64.99,175.64,46.31,0.0,b8b2c02d66162cecbc62867964186830,OK
train,vitamin_b12_deficiency,aug_0_3121.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_3121.jpg,224,224,191.26,70.12,297.79,35.1,0.0,a1e2ea3bed5724eef16dc0f9fa05a868,OK
train,vitamin_b12_deficiency,aug_0_3416.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_3416.jpg,224,224,221.02,43.12,69.3,45.38,0.0,63a74bbcf29da1626b201c01ae04da70,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_3549.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_3549.jpg,224,224,206.92,57.99,69.49,41.33,0.06,b576ec323bbac71d0bd017842e425a2e,OK
train,vitamin_b12_deficiency,aug_0_36.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_36.jpg,224,224,188.46,61.4,235.78,25.69,0.01,07497da93ffe8d1c522537b37d61e3f6,OK
train,vitamin_b12_deficiency,aug_0_3968.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_3968.jpg,224,224,221.73,51.38,78.95,54.18,0.02,2aabf058a25e1f389f0c4e155f63e9e9,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_3986.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_3986.jpg,224,224,183.87,66.28,111.14,28.86,1.08,05413a266e1ecd39518d7105f853dc52,OK
train,vitamin_b12_deficiency,aug_0_4047.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4047.jpg,224,224,221.8,53.16,69.47,59.63,0.0,6b92b07921945829225aa0f366245a96,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_4051.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4051.jpg,224,224,149.02,38.31,209.04,0.42,0.0,03d17b8673848ae2f1d32f19720ff5ca,OK
train,vitamin_b12_deficiency,aug_0_4123.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4123.jpg,224,224,232.19,35.48,109.43,59.14,0.0,2268b6ad5b8f14ef7d852f1aaa6c2b7c,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_4225.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4225.jpg,224,224,227.08,40.74,59.94,59.12,0.0,85260b0105b592b037f516340927491e,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_4327.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4327.jpg,224,224,213.59,40.77,89.09,25.8,0.0,a6931878394194ec6581d146a98ba890,OK
train,vitamin_b12_deficiency,aug_0_4542.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4542.jpg,224,224,184.81,68.16,152.46,33.67,0.01,b2e415afa6c003d4d06dd3332b99b843,OK
train,vitamin_b12_deficiency,aug_0_4695.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4695.jpg,224,224,228.83,37.26,73.13,55.08,0.0,25f3492bc42d87d5f0d7605f4bbfc405,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_4911.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4911.jpg,224,224,186.8,56.39,224.98,19.81,0.03,d3648be80fbda7d0b93e047f353f28b2,OK
train,vitamin_b12_deficiency,aug_0_4927.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4927.jpg,224,224,205.84,53.23,105.42,38.14,0.0,a63ca0089ffe391505a99501dd34cc30,OK
train,vitamin_b12_deficiency,aug_0_4997.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_4997.jpg,224,224,220.01,41.92,73.89,40.85,0.0,c5f4c86aad25634dc3ceee382f639930,VERY_BRIGHT
train,vitamin_b12_deficiency,aug_0_5006.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5006.jpg,224,224,216.5,54.39,81.91,50.26,0.05,0bc66d4e4d0ebbf1000505f7881de73f,OK
train,vitamin_b12_deficiency,aug_0_5093.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5093.jpg,224,224,234.8,40.27,33.76,71.15,0.0,4b7fc0e69d6c1d184a622d3b2685030b,BLURRY|VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_5153.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5153.jpg,224,224,208.56,59.95,174.89,51.04,0.03,c8dc439bd864ba35f1d5fb03cdedd411,OK
train,vitamin_b12_deficiency,aug_0_5199.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5199.jpg,224,224,152.63,40.83,209.72,0.58,0.0,8b67de339f37a0e27c9236677eb8849a,OK
train,vitamin_b12_deficiency,aug_0_5225.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5225.jpg,224,224,158.2,74.01,176.71,26.33,0.95,1eafb14a8ae941c66a42f627626a3583,OK
train,vitamin_b12_deficiency,aug_0_5449.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5449.jpg,224,224,152.55,70.51,51.97,0.33,10.71,d4125618d1ced8e9b18d307d5c01b882,OK
train,vitamin_b12_deficiency,aug_0_5494.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5494.jpg,224,224,232.97,42.48,59.75,75.65,0.0,dfb26f525c3fd33126d7b0479843099b,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_5549.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5549.jpg,224,224,180.54,55.49,235.24,13.34,0.08,8a117755da1dabc4bf3b03d8387866da,OK
train,vitamin_b12_deficiency,aug_0_557.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_557.jpg,224,224,139.46,69.51,92.84,7.86,0.1,04ee5c51a1ee86e5d569dde20503b357,OK
train,vitamin_b12_deficiency,aug_0_5592.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5592.jpg,224,224,244.11,27.51,76.26,82.17,0.0,da57193c2165a7efe29fdc527c68bf84,VERY_BRIGHT|OVEREXPOSED
train,vitamin_b12_deficiency,aug_0_5655.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5655.jpg,224,224,166.38,66.9,324.52,21.49,0.0,9964344f91cc4073fd7762c2952a1c06,OK
train,vitamin_b12_deficiency,aug_0_5718.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5718.jpg,224,224,184.45,54.07,291.4,15.56,0.06,f4d934e1b3d804b1bae9ba4cb9a90650,OK
train,vitamin_b12_deficiency,aug_0_5738.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5738.jpg,224,224,185.85,59.13,144.77,24.09,0.0,1ba78e16621dbffb2c638b0ce0c79237,OK
train,vitamin_b12_deficiency,aug_0_5763.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5763.jpg,224,224,130.84,85.19,59.36,3.37,16.58,caf35fdb87b6aaebeb60b88e116dc64a,OK
train,vitamin_b12_deficiency,aug_0_5819.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5819.jpg,224,224,144.38,50.21,410.81,2.37,0.77,e7400b5223248b1f47ac87a2d10d7148,OK
train,vitamin_b12_deficiency,aug_0_5839.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5839.jpg,224,224,185.5,58.35,111.01,21.08,0.28,223641d71e8d055c032f472185ca338e,OK
train,vitamin_b12_deficiency,aug_0_5920.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5920.jpg,224,224,178.81,58.83,75.91,10.58,0.0,5297c32676d0aa257d2a5f0e04c897ff,OK
train,vitamin_b12_deficiency,aug_0_5957.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_5957.jpg,224,224,146.03,54.11,439.57,3.92,1.6,ff930887bf968da87fadfb247ef96bf8,OK
train,vitamin_b12_deficiency,aug_0_6045.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6045.jpg,224,224,176.73,55.94,370.45,4.59,0.0,917b4af1f660387e1d94d14875a0ac63,OK
train,vitamin_b12_deficiency,aug_0_6236.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6236.jpg,224,224,199.52,59.34,360.14,36.34,0.01,ab6c25d14ea8fe9c30ff1e5683c0d9e2,OK
train,vitamin_b12_deficiency,aug_0_6286.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6286.jpg,224,224,164.87,75.33,211.47,29.61,1.42,a7353c8644259ed9032effe277457ef9,OK
train,vitamin_b12_deficiency,aug_0_6295.jpg,D:\NUTRITION_DEFICIENCY_DETECTOR\Model_Training\dataset\train\vitamin_b12_deficiency\aug_0_6295.jpg,224,224,230.26,46.66,69.09,67.1,0.0,893c2741d27c44d455ed846b4c8eb1a5,VERY_BRIGHT|OVEREXPOSED
